cpg,PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80
cg02907150,0.1416021,0.6691428,0.6867694,0.9391975,0.1674401,0.7225308,0.7197022,0.7312381,0.6642359,0.9314721,0.1059689,0.6922661,0.9443982,0.7147856,0.7190803,0.6853667,0.7193492,0.6890783,0.9398977,0.1191151,0.9303201,0.1196388,0.9429833,0.695768,0.1036552,0.08471666,0.1123545,0.1128284,0.6935906,0.9415846,0.6981608,0.6924364,0.7084725,0.9364458,0.1416235,0.09884014,0.1296024,0.7344679,0.1508643,0.07850569,0.1204157,0.08755761,0.1013016,0.7295108,0.7372406,0.9390929,0.7173811,0.6909212,0.7266624,0.09721492,0.7067646,0.7476292,0.7253012,0.7307562,0.1329949,0.9388112,0.9496841,0.09176155,0.9439855,0.09316101,0.1338673,0.1277641,0.7218069,0.1736073,0.6813241,0.9333884,0.6838384,0.7299764,0.9435098,0.176311,0.6969777,0.07093821,0.6772152,0.126087,0.9407308,0.1320755,0.7435488,0.1511868,0.9463193
cg02909570,0.8918096,0.3358025,0.267027,0.9197434,0.9316802,0.3694444,0.2756325,0.9385663,0.9255106,0.915783,0.9255081,0.927861,0.9060296,0.9374596,0.9336945,0.2034549,0.9077309,0.9241093,0.9237856,0.3285714,0.9192509,0.9223684,0.9353893,0.9295736,0.9238905,0.9341637,0.9073628,0.9211408,0.9328796,0.927365,0.9284303,0.8870293,0.2284173,0.9303399,0.8927173,0.9267213,0.9404266,0.9309174,0.9475269,0.928789,0.9166148,0.2202729,0.8994257,0.1520147,0.9399188,0.2983752,0.9125141,0.9047666,0.9330656,0.9398787,0.9336066,0.9345021,0.9285426,0.9375149,0.9424837,0.9315163,0.9404932,0.933124,0.2537037,0.9340801,0.937386,0.2846847,0.9220546,0.9267951,0.2359347,0.9008285,0.9138256,0.8932426,0.9201555,0.9126244,0.2096774,0.9119783,0.9090803,0.9091609,0.9286867,0.9215183,0.9228584,0.9383917,0.8975434
cg02932958,0.5344253,0.6452621,0.8832598,0.650475,0.8372217,0.871396,0.625102,0.6334291,0.09237002,0.5383492,0.8608521,0.8461352,0.5945421,0.8665565,0.6282964,0.07654146,0.8828089,0.5596443,0.6222053,0.08960163,0.9271678,0.1071,0.5717605,0.5380888,0.6013347,0.5471165,0.5637771,0.8659471,0.5963784,0.6241446,0.8623398,0.1065933,0.5477617,0.119229,0.119056,0.1089601,0.8686869,0.9146539,0.6418273,0.08598918,0.5583766,0.5391356,0.8695652,0.8694374,0.6017526,0.8756284,0.6022888,0.5736144,0.8810752,0.6483985,0.09508606,0.8624339,0.6093549,0.6769594,0.6266795,0.3927904,0.8832244,0.9161082,0.09807177,0.5793374,0.6135843,0.9060267,0.8851511,0.8417152,0.8705993,0.6172464,0.5629308,0.6068765,0.5939956,0.8295558,0.9253287,0.9032062,0.8645061,0.5538878,0.6151843,0.1006351,0.8122205,0.8528964,0.8474282
cg02937794,0.6659048,0.3484419,0.7411168,0.3890274,0.4144144,0.7579917,0.4437985,0.3651877,0.7029389,0.7342051,0.2553191,0.7281681,0.6494835,0.7562229,0.7305929,0.3139535,0.08627451,0.7236615,0.2727273,0.7830114,0.2597865,0.7723603,0.7915953,0.7327662,0.2538462,0.6374429,0.28,0.2922535,0.242236,0.2339744,0.7193681,0.1236749,0.6819232,0.813201,0.3634085,0.7613585,0.3623188,0.7891147,0.7577815,0.1770186,0.2698864,0.1206226,0.6758798,0.2283737,0.7595109,0.6664746,0.1583012,0.6189677,0.7784983,0.1400966,0.7737627,0.7912158,0.3185596,0.7719842,0.7293583,0.2452107,0.08303249,0.300813,0.1951219,0.2536232,0.1898734,0.1309524,0.6930714,0.7761091,0.7361403,0.1273585,0.7641085,0.7666383,0.6545668,0.3943299,0.7678245,0.7597258,0.2360097,0.7259282,0.7939975,0.2793734,0.7295401,0.2776119,0.6859253
cg02940070,0.9372451,0.9560385,0.9480586,0.9411765,0.9594049,0.9504587,0.5624388,0.9603425,0.947888,0.9467282,0.5353808,0.9537158,0.6815866,0.9472855,0.9597425,0.6212856,0.666073,0.9508793,0.05781866,0.6720473,0.9391227,0.6599026,0.6691946,0.6123839,0.06102819,0.9373085,0.9493266,0.6795152,0.5532995,0.9505049,0.9608492,0.934727,0.9333333,0.08611707,0.9440657,0.9496226,0.9498629,0.952876,0.9626865,0.6621525,0.9328486,0.9442611,0.7011236,0.09317631,0.9549292,0.9619451,0.7348733,0.6634377,0.948599,0.9581028,0.9513803,0.9595411,0.959551,0.9492828,0.1003408,0.9544988,0.6799834,0.6432138,0.9518299,0.9466909,0.966366,0.9584463,0.5947846,0.9505711,0.9513153,0.05972014,0.6411453,0.9399371,0.6073235,0.06196008,0.02742947,0.6563206,0.685063,0.6437654,0.9517369,0.6889465,0.9514088,0.6675411,0.9599113
cg02956194,0.9024867,0.6168897,0.6673445,0.9274632,0.927907,0.9293721,0.9424889,0.9358443,0.6155607,0.9091864,0.642467,0.9367961,0.07971676,0.9413887,0.9402758,0.906549,0.9194962,0.9251193,0.9260306,0.6332293,0.665584,0.9311426,0.6504385,0.9338346,0.6398293,0.9228007,0.6401219,0.6449761,0.6449915,0.9260603,0.6525666,0.09844771,0.9199569,0.6704226,0.09709527,0.9340708,0.6659545,0.9322249,0.9493744,0.6393728,0.08146799,0.6412569,0.6596372,0.09296244,0.0865406,0.09754948,0.1158257,0.9195824,0.6673678,0.6735699,0.670804,0.6859456,0.1011125,0.9431831,0.6861063,0.08239022,0.08024431,0.6461811,0.6795332,0.1100959,0.9415254,0.0918784,0.9440575,0.6542467,0.6400104,0.8946273,0.6315145,0.6871789,0.6436237,0.6799789,0.9314113,0.6228534,0.919697,0.08975591,0.09609186,0.6785044,0.6251388,0.6668403,0.9421505
cg02994943,0.7052739,0.6848606,0.08772273,0.1377672,0.7035379,0.7288756,0.6998929,0.7090184,0.07841098,0.6829103,0.08592201,0.6866871,0.7114916,0.7049139,0.6537513,0.662209,0.756659,0.6835815,0.7175066,0.7061776,0.7075232,0.676357,0.7088878,0.6822739,0.694004,0.7376722,0.6973184,0.7176971,0.1527235,0.08099977,0.1069335,0.05942967,0.1297235,0.6902385,0.6770743,0.1200176,0.08959598,0.715452,0.6891481,0.721873,0.6675,0.6849085,0.6774986,0.6885339,0.1114746,0.7168361,0.3090158,0.7276596,0.7029827,0.6817928,0.08654088,0.6945521,0.07416205,0.7097932,0.6969181,0.08067227,0.6948005,0.6542512,0.07831325,0.6723059,0.08061618,0.6822205,0.6773037,0.6673943,0.6946102,0.6590064,0.7174135,0.204979,0.1037898,0.1589619,0.7107072,0.6877246,0.6991245,0.7120827,0.6454797,0.68289,0.6634907,0.112666,0.3122271
cg03013609,0.07442977,0.1011683,0.8008515,0.9475428,0.08559783,0.7965529,0.115122,0.0982179,0.7658127,0.7634526,0.7462245,0.6872534,0.0629015,0.9488106,0.7460859,0.08345041,0.7207207,0.05293185,0.07874227,0.06962416,0.9539018,0.799328,0.8034486,0.6839147,0.07588632,0.0752928,0.6763669,0.9445114,0.7930292,0.9484267,0.7414008,0.07744297,0.7987318,0.07739938,0.1003798,0.7978068,0.8032125,0.8120992,0.9577313,0.9493685,0.7743528,0.0831503,0.7789676,0.07738452,0.9440964,0.8217165,0.7981414,0.7505571,0.7923265,0.7865132,0.7903609,0.06778546,0.05247286,0.9593311,0.07315113,0.07896205,0.05346188,0.08286805,0.07821901,0.8120058,0.796011,0.8439898,0.06425134,0.7853647,0.09195718,0.08593363,0.06442376,0.9453539,0.06347463,0.09375,0.7812799,0.7478409,0.6962852,0.7552105,0.721706,0.7945192,0.0863449,0.7859737,0.7747338
cg03024957,0.6343581,0.6215314,0.03778019,0.03058292,0.6508909,0.584304,0.6111888,0.6650636,0.03198819,0.624621,0.01872038,0.5671966,0.6166603,0.5838509,0.6278785,0.5404823,0.6155047,0.5783014,0.6069593,0.5928799,0.643406,0.6010084,0.6260884,0.5490083,0.5044716,0.6561117,0.5720834,0.6204825,0.02797762,0.03945193,0.02079359,0.03552398,0.04271026,0.5441203,0.5623385,0.04035973,0.02704665,0.6014798,0.6212227,0.5056064,0.5738766,0.6282445,0.5497144,0.5698231,0.02532427,0.596217,0.0123665,0.5283988,0.5844794,0.5345305,0.03596004,0.5793272,0.03005405,0.5443493,0.5881233,0.02122141,0.5606045,0.5662202,0.02244389,0.5919353,0.01943288,0.5949914,0.578065,0.5738985,0.5924567,0.5927634,0.6407767,0.03952139,0.03450755,0.02832512,0.630811,0.5395189,0.6103641,0.6211337,0.6117751,0.5975849,0.6021631,0.03261938,0.02643701
cg03026311,0.5910385,0.6374672,0.07756679,0.09641971,0.6984452,0.6673946,0.7201445,0.7085886,0.06181977,0.6063135,0.07289294,0.675721,0.6469486,0.568927,0.5979241,0.5734814,0.6758431,0.6527365,0.6160745,0.6343558,0.6236637,0.6752213,0.6362643,0.5635074,0.6459672,0.6331812,0.6603738,0.6224625,0.08321238,0.08151184,0.06630893,0.1019137,0.07118479,0.6261202,0.6194125,0.06246605,0.06672025,0.7050098,0.7046356,0.6286255,0.5836707,0.6249767,0.6149341,0.6664903,0.08288111,0.6486208,0.08389544,0.6278634,0.6772118,0.6616934,0.09205681,0.6376729,0.09254362,0.6976824,0.6620852,0.06039326,0.6766178,0.6380141,0.0619195,0.6694168,0.0506038,0.6463323,0.6813964,0.6855051,0.6605116,0.6129578,0.6485654,0.07852376,0.101396,0.08237886,0.6641791,0.6207102,0.6067116,0.5928675,0.6538025,0.6489803,0.6331447,0.09442994,0.0846519
cg03028216,0.6447881,0.6694803,0.1530981,0.1328342,0.7048422,0.6848109,0.7006975,0.6961204,0.1146478,0.6289083,0.1121696,0.66743,0.6777513,0.7215331,0.694982,0.6050915,0.6721311,0.6790245,0.6520656,0.678357,0.6770186,0.7201332,0.6854581,0.647939,0.67314,0.6833959,0.6631379,0.6871682,0.1266306,0.121115,0.124162,0.1006776,0.1422206,0.690482,0.6734919,0.1031614,0.159918,0.6798664,0.7117676,0.6812926,0.6761307,0.6694834,0.6489191,0.6427265,0.1384477,0.6909559,0.1339911,0.644979,0.6656086,0.6516351,0.1398651,0.6987695,0.1562168,0.7283205,0.719137,0.1198389,0.6701085,0.7223908,0.1667785,0.6938609,0.1375252,0.7067596,0.6938955,0.6822169,0.663438,0.6364544,0.622742,0.1592254,0.1108527,0.1180535,0.7203151,0.6073389,0.6280199,0.6719124,0.6104616,0.683024,0.7005988,0.1366437,0.1211189
cg03038395,0.7257054,0.7384903,0.2052941,0.1861021,0.7839866,0.8004062,0.7964775,0.8073537,0.1389426,0.7497523,0.1510872,0.7396657,0.7751554,0.7553547,0.749025,0.7382842,0.7411408,0.7501938,0.7606296,0.7687842,0.7372534,0.7578706,0.7765304,0.742768,0.7705504,0.7606994,0.7567458,0.757495,0.2201058,0.1716223,0.1498127,0.1737002,0.2113411,0.7671143,0.7657413,0.1878634,0.2283438,0.8044414,0.8194626,0.74667,0.772049,0.7397211,0.736239,0.7302091,0.2200103,0.7490453,0.2339623,0.7327908,0.7671631,0.7781714,0.1712265,0.7226941,0.201417,0.7925743,0.8012843,0.1551622,0.7814395,0.7618538,0.1611722,0.7912208,0.165864,0.7832208,0.7958428,0.7684507,0.7380569,0.71136,0.7213645,0.1631524,0.2008484,0.1810738,0.7600641,0.6990812,0.6886047,0.7493038,0.7637674,0.7521767,0.7672153,0.1720967,0.2484973
cg03050491,0.7368801,0.7546445,0.1232147,0.1114242,0.7844369,0.7737915,0.7919759,0.7964472,0.07134328,0.7208888,0.08224543,0.7572392,0.7394098,0.7448831,0.7483956,0.732426,0.7955506,0.7499665,0.7628197,0.76561,0.7430189,0.7561007,0.7723542,0.7166455,0.7516381,0.7619048,0.7598306,0.7363057,0.0592227,0.08546434,0.084102,0.09008013,0.101526,0.7565511,0.7696787,0.1165327,0.1072863,0.8003141,0.7755425,0.7369539,0.7319523,0.7673744,0.7680697,0.7351045,0.09693538,0.7605188,0.1076845,0.7289107,0.7383845,0.7675902,0.1069021,0.7521485,0.0732054,0.7982255,0.8084263,0.09163103,0.7527979,0.7791147,0.1182421,0.7756016,0.08940201,0.7596506,0.7982568,0.736855,0.7945816,0.7189646,0.745921,0.1129073,0.101121,0.1420066,0.801541,0.7384715,0.7596629,0.7161174,0.7383996,0.7688761,0.7552933,0.1023622,0.08903069
cg03056849,0.6352313,0.6670206,0.1220566,0.1269382,0.6979221,0.7120677,0.7135301,0.7451856,0.0849886,0.6396726,0.09504599,0.6742898,0.6834341,0.702324,0.6775779,0.6225846,0.6797314,0.6839585,0.6616169,0.7145727,0.7001929,0.6864326,0.7025068,0.6228465,0.6523147,0.685712,0.6886668,0.6662042,0.09813477,0.07738815,0.1018324,0.09550738,0.1174846,0.6721978,0.6875941,0.1097826,0.1052874,0.7107795,0.7245491,0.6631402,0.6565407,0.6470187,0.674082,0.684519,0.105289,0.7006574,0.1085706,0.6746629,0.6432773,0.6652698,0.1052078,0.6947117,0.08847232,0.7060248,0.7280539,0.09863885,0.7046223,0.6769659,0.09729064,0.6952839,0.1192707,0.6808754,0.7013004,0.6914504,0.6826901,0.638335,0.6785669,0.1134684,0.1062406,0.1277567,0.713182,0.6183242,0.6478693,0.6478929,0.6459972,0.6837662,0.7049333,0.1121311,0.09348844
cg03075889,0.5801877,0.9218333,0.9441909,0.1940169,0.9492615,0.9471247,0.6467139,0.9682334,0.9492452,0.9433482,0.1717763,0.1659848,0.6698397,0.948469,0.947865,0.9368584,0.9412225,0.6616784,0.2117068,0.9420338,0.9439178,0.6859789,0.9462237,0.9422191,0.9359323,0.9386967,0.1892164,0.6629423,0.6739131,0.2025561,0.942506,0.6666667,0.9384754,0.9396847,0.678426,0.9531069,0.9530472,0.9504976,0.700734,0.6621222,0.6306418,0.9489517,0.9554541,0.9515018,0.9539927,0.6716976,0.7159035,0.9274794,0.2071069,0.9546092,0.9468457,0.710559,0.9455984,0.7429188,0.2315994,0.9511625,0.6690165,0.9521891,0.9535459,0.6685182,0.6762419,0.9550647,0.242452,0.1919788,0.940621,0.1917082,0.6239798,0.9505376,0.6619126,0.6664864,0.6805958,0.9405924,0.9438342,0.6321093,0.6628799,0.666964,0.6509575,0.2024096,0.9431871
cg03088219,0.9022173,0.07848945,0.9014802,0.693351,0.7217346,0.08861539,0.7313292,0.7125373,0.6498423,0.6825505,0.03067258,0.8976393,0.658057,0.08949243,0.8965794,0.9086789,0.6739634,0.9219935,0.6896552,0.06285989,0.6664878,0.709608,0.9200728,0.6385714,0.6569933,0.6594838,0.06559406,0.6647252,0.6869689,0.7087635,0.9151723,0.9034542,0.9127896,0.6559113,0.6520121,0.06245028,0.7107896,0.9318678,0.704805,0.6597055,0.9030465,0.9126003,0.6451017,0.9010695,0.02320186,0.9302804,0.06610577,0.6498708,0.696264,0.6638901,0.6878369,0.7255925,0.9280303,0.6931408,0.07341576,0.9155163,0.06971248,0.7041577,0.6968573,0.9262859,0.7084668,0.05480869,0.7048798,0.919586,0.07697368,0.6395724,0.6640999,0.7069039,0.9168816,0.7131602,0.676132,0.02755741,0.6270784,0.9057356,0.6426587,0.6501451,0.6343806,0.06304929,0.8820306
cg03122926,0.8323881,0.4654542,0.4931437,0.4794556,0.489068,0.03977081,0.5395061,0.547057,0.4497035,0.4499066,0.4420188,0.03225806,0.4855749,0.4864578,0.02932207,0.8952436,0.879387,0.897298,0.476312,0.4563368,0.8724145,0.02528359,0.8678815,0.02925211,0.4659883,0.008248009,0.8779004,0.8555201,0.02125953,0.4817853,0.4783533,0.4523093,0.493132,0.4640504,0.03469525,0.4858122,0.509039,0.5303668,0.04534497,0.0142883,0.02879976,0.875568,0.4932192,0.02955282,0.02783559,0.5136904,0.03667188,0.363059,0.4478119,0.5020593,0.5207236,0.02565632,0.5238619,0.8887278,0.03237303,0.4460573,0.449949,0.8643746,0.4735304,0.02626174,0.04163114,0.03128153,0.5034455,0.5275153,0.4922255,0.4537278,0.04853956,0.04479754,0.5208414,0.5287184,0.03238481,0.01915709,0.8814465,0.471207,0.9028487,0.03563185,0.03879866,0.4870428,0.4852037
cg03165426,0.9297932,0.9349195,0.3923541,0.9302129,0.9470726,0.423588,0.5091912,0.9635569,0.9428152,0.2704082,0.9577044,0.9540126,0.1975,0.9645869,0.9625418,0.2853658,0.234192,0.9577274,0.1597444,0.9492705,0.959223,0.9595556,0.2807425,0.2744361,0.3263707,0.1884498,0.9607885,0.9544213,0.3381995,0.9551718,0.9620353,0.9517969,0.9409142,0.9668462,0.3701657,0.3342318,0.9719445,0.3624288,0.9595831,0.9615111,0.944577,0.9522148,0.1241379,0.9648706,0.9383253,0.2304147,0.2393822,0.9457403,0.9496889,0.3111639,0.9536663,0.9520023,0.9589137,0.1536232,0.4305556,0.3196931,0.9691055,0.3265896,0.3513514,0.9626026,0.9621396,0.3002755,0.9511662,0.9485519,0.9280118,0.2297794,0.9403006,0.9673291,0.9625355,0.9501462,0.4247788,0.3066298,0.2354651,0.9504797,0.2016575,0.9598942,0.9487248,0.9565074,0.9501211
cg03175099,0.8338051,0.84137,0.8620135,0.847929,0.8303775,0.923659,0.8942761,0.8854648,0.8768822,0.8881825,0.1832669,0.9167243,0.8432122,0.8898643,0.2345277,0.8605099,0.1542056,0.2910448,0.11,0.8493565,0.8933985,0.9150327,0.1850394,0.8876361,0.8657675,0.8163816,0.8563015,0.900555,0.850234,0.9046645,0.9163701,0.8587952,0.8957242,0.9098095,0.8154564,0.891921,0.8700968,0.9054742,0.8142948,0.804414,0.8902064,0.8753258,0.8678835,0.8749421,0.1134454,0.3495935,0.8670346,0.8868421,0.8311966,0.8459079,0.9050725,0.8171905,0.8881516,0.8210669,0.9069332,0.8527564,0.9074219,0.833207,0.8998004,0.9087791,0.8509934,0.8058169,0.2,0.8042468,0.1439689,0.1361111,0.8424821,0.8738026,0.849835,0.8784091,0.9273213,0.8233333,0.220339,0.8171092,0.8375,0.8840262,0.9260635,0.2088353,0.8843039
cg03191359,0.646168,0.703791,0.2300306,0.1954724,0.7174698,0.7718502,0.7508034,0.7626587,0.2254078,0.6425367,0.08921513,0.7195609,0.7289901,0.72457,0.7233276,0.6815823,0.6955888,0.7451848,0.7109515,0.7301947,0.7541514,0.7163074,0.74751,0.7295712,0.6729573,0.7523162,0.7350671,0.6860977,0.1649602,0.1227963,0.1411521,0.1949152,0.1910112,0.7270558,0.7392269,0.2293292,0.2123352,0.7347834,0.7584679,0.7137718,0.6923246,0.7216495,0.7165354,0.6872445,0.1897492,0.7517447,0.2102132,0.7013723,0.7066376,0.7101449,0.1822542,0.7694691,0.1489362,0.7296994,0.7706949,0.1765333,0.7376677,0.6909022,0.1402985,0.7507994,0.1367521,0.771423,0.71461,0.7043189,0.6910668,0.6864865,0.6945096,0.2595249,0.1901141,0.2689329,0.7150017,0.6940522,0.6202233,0.6576098,0.6932359,0.6981478,0.7200216,0.1375936,0.298109
cg03192273,0.1107285,0.7354443,0.9260604,0.7484251,0.1320188,0.7621201,0.7754449,0.7844989,0.08089294,0.09208196,0.7361729,0.09550899,0.09211534,0.1014858,0.1026806,0.7411426,0.7261268,0.734417,0.1056034,0.09105735,0.09881194,0.118529,0.7521981,0.07019799,0.7358002,0.09378867,0.8026264,0.0908142,0.7373494,0.7414301,0.7251094,0.09587056,0.106887,0.1409239,0.1223953,0.1184522,0.162771,0.1498332,0.1023707,0.08692503,0.09319968,0.09444929,0.1041081,0.09475859,0.1123162,0.08951593,0.1060572,0.08813559,0.1318523,0.1331895,0.1100224,0.09225749,0.8061395,0.7812384,0.0929215,0.1005886,0.1282248,0.07852386,0.7229375,0.1190292,0.1144376,0.7805486,0.1009174,0.1294899,0.1818182,0.1108628,0.1088785,0.1104728,0.7289338,0.1518872,0.1352779,0.07696743,0.7212873,0.7233542,0.1120323,0.106848,0.7300853,0.7517182,0.07432432
cg03206401,0.07910751,0.09456777,0.7856545,0.7348757,0.7273666,0.7723386,0.8892761,0.7832534,0.6787891,0.7254674,0.7111819,0.699255,0.7262976,0.7493837,0.78942,0.739159,0.7201577,0.08155137,0.7346109,0.7304016,0.7291092,0.7535265,0.7679956,0.07476076,0.1267768,0.7523099,0.7296381,0.7089328,0.7454655,0.7225043,0.1132404,0.08260947,0.09737115,0.7542766,0.7045355,0.1019108,0.7338507,0.7387241,0.7875691,0.73088,0.7162142,0.7281476,0.7211667,0.6994749,0.7363209,0.111312,0.7414489,0.09385113,0.7488887,0.727827,0.727487,0.8171652,0.7582297,0.102085,0.7841281,0.7019863,0.7059055,0.0943098,0.7100047,0.7398482,0.7884936,0.7654843,0.7396702,0.74282,0.6826834,0.6667103,0.7114722,0.6992607,0.7799423,0.1320935,0.7129067,0.7087187,0.6911435,0.7530981,0.09242332,0.7185324,0.7061139,0.71811,0.1014395
cg03221390,0.6241065,0.6467652,0.1825491,0.6285959,0.7272129,0.7031826,0.943341,0.9397693,0.9304711,0.9451129,0.9386433,0.08347472,0.6755258,0.09362809,0.6889555,0.9416965,0.6382396,0.6789092,0.6717749,0.6694433,0.9458536,0.7032362,0.9484597,0.05083634,0.05490459,0.6622039,0.9287829,0.6888984,0.6814926,0.7205942,0.6882453,0.9518716,0.6895349,0.1450581,0.9233639,0.7011872,0.7113903,0.1783598,0.1175009,0.6558425,0.6665738,0.9353632,0.6788862,0.663871,0.6945112,0.6856987,0.7011797,0.06121751,0.643177,0.6970343,0.9497395,0.6895444,0.7205704,0.7284914,0.6986942,0.06957158,0.7144253,0.9424573,0.6833562,0.6923238,0.07227488,0.07883818,0.9378088,0.9380772,0.6694623,0.6464477,0.6529184,0.1667102,0.9474046,0.7002036,0.7028868,0.05699648,0.6117231,0.6360615,0.07243067,0.6946367,0.1176829,0.9555593,0.6580256
cg03237181,0.08704454,0.9012436,0.9152693,0.9235596,0.9499831,0.9163845,0.9407803,0.9350445,0.9323412,0.9339461,0.9196751,0.2531915,0.9053319,0.943429,0.8912459,0.9116426,0.8744104,0.9303643,0.9329891,0.9406939,0.9284869,0.03529412,0.9286996,0.9134087,0.9362148,0.912212,0.903912,0.9064069,0.9133943,0.9257642,0.9176444,0.8828424,0.9143205,0.9286025,0.9112725,0.9166667,0.9376236,0.9256771,0.9238529,0.139759,0.920099,0.1995968,0.9020659,0.02777778,0.9241424,0.2088285,0.9080366,0.9060602,0.2120582,0.9305234,0.9294341,0.922848,0.9092025,0.9427481,0.2317881,0.9139916,0.9149235,0.9270023,0.2420091,0.9232141,0.9316538,0.9322779,0.9169378,0.9093211,0.8977052,0.9356683,0.2270804,0.88424,0.1435726,0.9143116,0.9474319,0.8975097,0.8751712,0.9060802,0.9254152,0.9089253,0.8826065,0.9296391,0.8761817
cg03250346,0.6461034,0.7295167,0.1611296,0.1704335,0.7349163,0.6998574,0.7290466,0.7725757,0.1230355,0.7220823,0.1751864,0.7117478,0.7314695,0.6183869,0.6591219,0.6706969,0.7222603,0.7293594,0.6353945,0.7399712,0.6662744,0.7199617,0.7517594,0.5878272,0.6877025,0.7408431,0.6870832,0.7577214,0.1240909,0.139776,0.2320303,0.1579643,0.1725122,0.7289345,0.6729528,0.1505807,0.1297054,0.6892295,0.8189083,0.6672192,0.6898757,0.6450101,0.7219799,0.6886294,0.1201663,0.7386475,0.2062168,0.6765001,0.7353706,0.7623231,0.1689387,0.7466547,0.1473456,0.7504206,0.711688,0.1299799,0.7868998,0.6860334,0.1393672,0.7505999,0.2140175,0.740406,0.7001339,0.6799559,0.7115129,0.6007868,0.7243599,0.1087149,0.1772554,0.1274873,0.7629788,0.6353211,0.7121334,0.7279627,0.7336392,0.712806,0.7363799,0.1372007,0.1248164
cg03273606,0.5632322,0.6362059,0.08370044,0.07818459,0.6253986,0.6636385,0.6941879,0.691561,0.0669456,0.5509559,0.07810443,0.5916544,0.635111,0.6323221,0.608426,0.5147558,0.5967026,0.5945552,0.6300228,0.6251433,0.6414385,0.6668093,0.6480832,0.6323804,0.6576207,0.6928148,0.6298591,0.652549,0.02423736,0.05535437,0.06999162,0.06876664,0.08732535,0.5952507,0.6076617,0.04230939,0.1033374,0.596783,0.7220225,0.5328214,0.6457993,0.6108991,0.6212121,0.5839721,0.07335907,0.6555711,0.1067529,0.5819067,0.5798817,0.6322516,0.05446058,0.715239,0.06844305,0.6271536,0.6365185,0.07692308,0.6193767,0.6453422,0.07454634,0.7222513,0.05614714,0.6957024,0.5872604,0.6096806,0.5796999,0.5835018,0.5379583,0.1464668,0.09462219,0.08951613,0.6780957,0.5569261,0.5672323,0.6195821,0.6056303,0.6573192,0.6546084,0.08496732,0.09349594
cg03276257,0.6115942,0.6865628,0.1695906,0.1486963,0.6942801,0.7273089,0.6112949,0.6579489,0.130788,0.6561689,0.09016393,0.6315213,0.5873348,0.669007,0.6216134,0.5554231,0.6247913,0.6823617,0.6792666,0.6761098,0.5735883,0.6775715,0.6512837,0.7016596,0.5103365,0.6294964,0.6915317,0.6594578,0.07582418,0.1375333,0.1590524,0.1076052,0.05951219,0.6289914,0.6431639,0.1062308,0.13858,0.6866622,0.7370801,0.6446221,0.6672997,0.6692249,0.6986558,0.6362001,0.1156015,0.5813872,0.1331126,0.6219943,0.7095968,0.6828087,0.1339713,0.7139456,0.2274827,0.6548872,0.6796944,0.08987916,0.6913544,0.7032732,0.1080569,0.6717917,0.1010101,0.7118953,0.653605,0.6880792,0.641035,0.6306151,0.6609704,0.1715063,0.1376147,0.2512733,0.6989097,0.6031793,0.661503,0.6910377,0.7133646,0.6334802,0.6782083,0.1144781,0.1408132
cg03276920,0.9095712,0.3658088,0.9260212,0.9070349,0.3248848,0.3163172,0.924276,0.3367347,0.8985025,0.8891521,0.2244344,0.8736032,0.9104493,0.884318,0.9200898,0.8953488,0.2632719,0.8846415,0.8863105,0.9020504,0.9064232,0.924656,0.2118474,0.1932886,0.3533465,0.84563,0.2669039,0.8851792,0.8865625,0.8947765,0.8848891,0.9107357,0.3057851,0.8945093,0.9071474,0.9128211,0.9188256,0.902584,0.9109969,0.8250664,0.7688716,0.87939,0.9171765,0.8942857,0.8990051,0.8978561,0.934177,0.87258,0.8885262,0.3057111,0.9129915,0.9112486,0.8887771,0.9100257,0.25,0.9323645,0.8689467,0.9055929,0.9380846,0.7768429,0.9211634,0.9262142,0.9306999,0.9009524,0.8756377,0.8760658,0.8571829,0.340669,0.8961797,0.9090471,0.9156547,0.8680029,0.321466,0.8959662,0.9179164,0.8871981,0.8825,0.3484716,0.9050107
