cpg,module,gene
cg05210398,blue,EP400
cg05210910,turquoise,ZKSCAN5
cg05211947,blue,ATP8A1
cg05212510,grey,KCNG2
cg05212836,turquoise,FOXM1
cg05213296,grey,RPF2
cg05215994,grey,
cg05216211,blue,MIR1185-1
cg05216862,turquoise,FAM46A
cg05216888,darkmagenta,RPS18
cg05217468,grey,TUBB
cg05218357,turquoise,TUBGCP3
cg05223507,blue,KPNA4
cg05223675,turquoise,RPS25
cg05224126,blue,
cg05225012,grey,
cg05225431,turquoise,SKIV2L2
cg05225993,blue,EZH2
cg05228379,pink,TMEM5
cg05230316,blue,
cg05231821,tan,ACTN4
cg05232016,turquoise,MRPS27
cg05234387,blue,FAM184A
cg05234568,grey,
cg05236446,turquoise,RBM25
cg05237932,turquoise,CD8A
cg05238530,turquoise,POLR2E
cg05238741,grey,FIGNL2
cg05239791,turquoise,MSH5
cg05240614,turquoise,RPL18
cg05240795,turquoise,RASSF7
cg05241461,grey,ZNF492
cg05241924,turquoise,SNCA
cg05243311,yellow,LOC348926
cg05244029,turquoise,CENPT
cg05245319,yellowgreen,CBFB
cg05246403,grey,CILP2
cg05246775,turquoise,NEK3
cg05249010,blue,ZNF609
cg05250969,turquoise,OSGEP
cg05251325,turquoise,RASGRP1
cg05251379,grey,C6orf114
cg05251669,grey,LOC100130522
cg05251676,grey,EGFLAM
cg05254132,turquoise,DHX29
cg05256447,turquoise,FGF9
cg05256584,blue,SLC8A1
cg05256605,grey,LOX
cg05257397,turquoise,OCA2
cg05257472,turquoise,TTLL6
cg05258009,blue,
cg05258935,blue,MAP4K1
cg05264764,turquoise,ATP9A
cg05267394,grey,ASIP
cg05268347,blue,ADCK4
cg05270290,darkturquoise,NDNL2
cg05271336,blue,BPTF
cg05278454,blue,MFSD1
cg05279229,grey,MAD1L1
cg05279284,pink,DHRS1
cg05279901,turquoise,ATP1A3
cg05280932,blue,C6orf162
cg05281831,turquoise,RCOR1
cg05282559,turquoise,CD82
cg05283184,grey,
cg05283521,blue,
cg05284480,turquoise,RNPS1
cg05285368,blue,C9orf21
cg05285589,blue,CMIP
cg05285759,blue,TBCK
cg05288127,blue,
cg05290058,grey,KCNQ1DN
cg05294497,blue,KIAA1530
cg05295494,turquoise,BAI3
cg05300158,grey,SETD7
cg05301102,turquoise,STX6
cg05302386,turquoise,PTGDR
cg05302542,greenyellow,SLC25A19
cg05303408,turquoise,CDKAL1
cg05304507,grey,FRK
cg05306070,turquoise,
cg05306856,turquoise,GTF2B
cg05306950,turquoise,PLD3
cg05307864,turquoise,SLC22A1
cg05308495,grey,CACNG6
cg05308900,turquoise,AMDHD1
cg05312305,turquoise,ZNF655
cg05312574,yellow,SPG21
cg05312964,blue,EML4
cg05313261,turquoise,MAPK3
cg05313794,grey,MYT1L
cg05313918,grey,
cg05315874,turquoise,ATP6V1B2
cg05318486,turquoise,FBXL18
cg05321960,turquoise,KIAA0907
cg05323272,blue,TTC39A
cg05324734,blue,ATP11A
cg05326918,turquoise,VPS4A
cg05329785,turquoise,UBE2CBP
cg05330668,turquoise,NFATC4
cg05332483,grey,
cg05332851,skyblue,MLF1IP
cg05335107,blue,RANBP2
cg05337024,turquoise,TMEM159
cg05337761,grey,C1orf86
cg05338317,grey,CDKN2D
cg05338527,blue,PDZRN4
cg05338745,turquoise,CCDC59
cg05343713,blue,NFKB1
cg05345527,turquoise,
cg05346688,blue,SLCO3A1
cg05348272,turquoise,TBCD
cg05349059,turquoise,
cg05351887,grey,
cg05351940,turquoise,ARPC2
cg05352016,grey,
cg05352754,blue,CHST10
cg05353356,blue,
cg05353710,turquoise,SESN2
cg05353869,grey,KLHL35
cg05355156,grey,
cg05356308,grey,CCDC147
cg05356848,turquoise,SLC37A3
cg05356998,blue,DTNBP1
cg05359249,brown,CHPF
cg05359983,blue,ANKRD40
cg05360176,turquoise,TMEM106C
cg05362405,turquoise,PSMB9
cg05364038,grey,
cg05365033,grey,CRTC1
cg05366139,blue,NR5A2
cg05367846,turquoise,MICAL3
cg05370853,grey,HLA-DQA1
cg05370977,blue,
cg05372370,blue,RIPK2
cg05372444,grey,UPK3B
cg05373263,grey,
cg05373962,grey,
cg05375668,turquoise,USP3
cg05375741,turquoise,EZH1
cg05376465,grey,
cg05376810,grey,
cg05377417,turquoise,BRIP1
cg05377596,turquoise,NFIA
cg05378942,paleturquoise,FAM86A
cg05379882,turquoise,OAZ3
cg05380145,turquoise,ERO1L
cg05382797,turquoise,ZNRD1
cg05383619,grey,HLA-DRB1
cg05385164,paleturquoise,
cg05385879,blue,C18orf62
cg05385923,blue,TMEM176B
cg05386387,turquoise,FBXO15
cg05388281,grey,ZNF718
cg05392364,grey,DNAJA4
cg05393741,blue,RFX4
cg05395061,black,ALKBH5
cg05396731,turquoise,HYI
cg05401764,turquoise,SHOX2
cg05401945,grey,CCDC66
cg05403469,turquoise,C11orf21
cg05404618,turquoise,CBLB
cg05406088,grey,
cg05407396,midnightblue,BAT3
cg05413988,grey60,
cg05414383,grey,MYST3
cg05414835,turquoise,SLTM
cg05414908,grey,LOC100302652
cg05415020,grey,SLC22A16
cg05415980,grey,PLEKHM3
cg05417788,blue,
cg05418199,blue,
cg05418736,turquoise,RSPRY1
cg05419696,turquoise,CYB5D1
cg05419812,grey,
cg05421328,turquoise,NFXL1
cg05422022,grey,
cg05422369,turquoise,ZNF24
cg05423712,blue,
cg05424526,blue,
cg05425699,grey,TNS3
cg05432848,turquoise,GDAP1
cg05435224,blue,
cg05436064,turquoise,HSF4
cg05445051,grey,C6orf203
cg05446724,turquoise,RAPGEF5
cg05450995,turquoise,BCL7A
cg05451573,turquoise,MINA
cg05452243,turquoise,PGBD1
cg05453358,grey,
cg05453434,blue,CDH13
cg05454501,grey,ZBED3
cg05455876,blue,TRAF7
cg05456022,grey,FAM96B
cg05457628,grey,RUFY1
cg05457730,grey,
cg05462905,tan,SLC38A9
cg05464016,blue,SF1
cg05467012,grey,
cg05469285,turquoise,DBX1
cg05470389,turquoise,SYN3
cg05471775,turquoise,HIST1H4B
cg05471949,blue,PRDM10
cg05475109,grey,
cg05475524,grey,ACTN3
cg05476169,turquoise,CBY1
cg05480042,turquoise,HIST1H2AE
cg05480594,turquoise,
cg05481257,grey,GDF7
cg05481991,turquoise,HMGA2
cg05482066,tan,
cg05482832,turquoise,MIR636
cg05482973,turquoise,C5orf52
cg05483731,grey,GALNT9
cg05484508,blue,SPG7
cg05485589,turquoise,ZXDC
cg05486188,turquoise,KCNIP2
cg05486825,darkturquoise,
cg05489143,grey,RPL14
cg05490269,turquoise,SRRM3
cg05491001,grey,
cg05491587,grey,KCNG2
cg05491695,turquoise,MALAT1
cg05493407,grey,MARCH1
cg05493945,blue,EFNB2
cg05496603,grey,TMEM151B
cg05498103,turquoise,
cg05500125,grey,
cg05501509,grey,
cg05502662,purple,NARG2
cg05504194,grey,ACAT2
cg05505459,grey,C1orf170
cg05506979,blue,AFF4
cg05509203,turquoise,MAP1S
cg05509609,grey,PF4
cg05509777,grey,C11orf21
cg05510519,turquoise,RIC8B
cg05511815,midnightblue,RANBP3
cg05512869,blue,LAMA4
cg05515713,turquoise,RRM2
cg05515792,turquoise,PROK2
cg05516140,turquoise,KIDINS220
cg05516942,darkgrey,C6orf129
cg05519436,blue,PHF20L1
cg05522011,grey,PRDM8
cg05525499,turquoise,HNRNPF
cg05526731,grey,RPH3AL
cg05526886,pink,RHBDD1
cg05528899,grey,
cg05529097,turquoise,FXR2
cg05529236,grey,EEF1G
cg05529816,turquoise,CHRNE
cg05530568,turquoise,EBF1
cg05542681,grey,FBXL16
cg05542785,grey,
cg05545635,grey,TLL2
cg05545777,grey,
cg05547140,turquoise,AGBL2
cg05547654,turquoise,RPL13
cg05547895,grey,
cg05550692,turquoise,MED9
cg05554000,grey,VIPR2
cg05554936,turquoise,RAB3D
cg05555207,turquoise,TBX5
cg05555409,turquoise,NKTR
cg05556917,blue,PXT1
cg05564340,grey,U2AF1
cg05565475,turquoise,SURF2
cg05567269,blue,TJP1
cg05567920,royalblue,CSTF3
cg05569877,turquoise,
cg05570096,darkturquoise,C8orf33
cg05570946,turquoise,LAMA4
cg05573019,blue,DHX29
cg05573322,blue,SNORA49
cg05573767,grey,RPS6KA2
cg05575046,turquoise,C16orf80
cg05575393,blue,VTI1A
cg05582470,turquoise,FNBP1
cg05583020,turquoise,
cg05585821,purple,PMAIP1
cg05586466,blue,
cg05588658,turquoise,NCK2
cg05590257,grey,PLD6
cg05592035,grey,CD300A
cg05592255,blue,CYP3A43
cg05593832,blue,
cg05595345,grey,ARRDC4
cg05595602,red,MRPL20
cg05596911,blue,DMXL1
cg05597008,turquoise,CHCHD10
cg05597554,turquoise,COG3
cg05598205,grey,ORC6L
cg05598546,turquoise,SNORD45C
cg05602566,turquoise,
cg05602783,cyan,KLHL7
cg05602854,grey,C6orf1
cg05603623,grey,TIMM44
cg05603938,grey,USP5
cg05606089,blue,AP3B1
cg05606351,steelblue,OSCAR
cg05608388,turquoise,CRTC1
cg05608777,grey,DOCK1
cg05612977,purple,DUSP1
cg05613002,turquoise,
cg05614058,tan,GRWD1
cg05615019,turquoise,
cg05615552,turquoise,COL11A2
cg05619116,grey,
cg05619888,turquoise,TRPC3
cg05621091,turquoise,ELP3
cg05622261,turquoise,FNDC3B
cg05624577,grey,
cg05625103,grey,
cg05625889,brown,MAN1C1
cg05626790,grey,
cg05627029,turquoise,
cg05627083,grey,APCDD1
cg05629378,grey60,CYCS
cg05630745,sienna3,FADS3
cg05635455,turquoise,ELP4
cg05636177,turquoise,ZNRD1
cg05636467,grey,EBF3
cg05637266,grey,ZNF799
cg05637903,grey,HIST1H2AG
cg05637945,turquoise,UBE2Z
cg05638359,turquoise,FAM5C
cg05642379,grey,
cg05643120,turquoise,FTO
cg05643303,turquoise,HOXC8
cg05643349,lightgreen,FBXL19
cg05644321,brown,RALGAPA2
cg05644498,turquoise,SMAD9
cg05645404,turquoise,ALCAM
cg05646373,turquoise,HIST1H2BB
cg05649108,grey,BRUNOL4
cg05655281,grey,
cg05656990,grey,
cg05658707,blue,VGLL4
cg05659223,turquoise,RFX1
cg05660436,grey,HPCA
cg05660803,turquoise,PPP2R5A
cg05660889,turquoise,
cg05661093,grey,
cg05661869,blue,DIP2C
cg05663418,grey,ZNF174
cg05664664,turquoise,ANXA7
cg05666130,blue,N4BP2L2
cg05666828,yellow,SMAD1
cg05668405,turquoise,TRIM27
cg05670461,turquoise,VEPH1
cg05671347,red,CDC5L
cg05671385,turquoise,CASP1
cg05671386,grey,CLUAP1
cg05671758,grey,PIGQ
cg05672026,grey,
cg05673968,blue,
cg05674437,grey,PIGZ
cg05676377,turquoise,BTN2A2
cg05676450,turquoise,PITPNM3
cg05677446,blue,
cg05678191,blue,SALL3
cg05678571,blue,FNDC1
cg05682561,turquoise,SFRP4
cg05684005,blue,MED12L
cg05684406,turquoise,SLC7A4
cg05690644,turquoise,GDF6
cg05693308,blue,RTKN2
cg05694749,grey,FAT3
cg05696706,turquoise,PLEC1
cg05696801,turquoise,PEBP1
cg05697101,turquoise,HNRPLL
cg05698228,turquoise,ENC1
cg05699136,turquoise,BACH1
cg05700724,grey,
cg05701478,blue,
cg05701676,turquoise,ARHGEF17
cg05705964,blue,CTPS
cg05706624,turquoise,WSCD1
cg05707781,blue,LPP
cg05709124,turquoise,C2orf82
cg05709657,grey,CLDN10
cg05711023,blue,
cg05711928,turquoise,DNAJC13
cg05712507,turquoise,GPN3
cg05714926,turquoise,TTC21B
cg05716504,turquoise,EAF1
cg05716821,blue,FYN
cg05719877,grey,C11orf71
cg05720454,turquoise,OLIG1
cg05722872,brown,RAB5A
cg05724492,grey,LMF1
cg05724871,grey,L3MBTL4
cg05724965,turquoise,C11orf63
cg05726600,grey,TMEM176B
cg05729249,grey,PRKAR1B
cg05729372,blue,PRKG1
cg05729499,turquoise,HIST1H2AL
cg05730301,turquoise,RPS24
cg05731021,turquoise,KBTBD2
cg05731122,turquoise,RPAP3
cg05731183,grey,
cg05731801,grey,EMP2
cg05732436,turquoise,C1D
cg05733364,darkolivegreen,NMT2
cg05735659,turquoise,RPAP3
cg05736120,turquoise,PHF10
cg05737522,blue,PGCP
cg05738196,turquoise,
cg05738687,blue,FAM101B
cg05739190,turquoise,CCNJ
cg05740655,blue,TOX
cg05740763,grey,
cg05741490,turquoise,FDX1
cg05742691,blue,RANBP17
cg05744510,red,EIF1
cg05745748,blue,GRM4
cg05747376,turquoise,GNPDA2
cg05749548,turquoise,NUDT15
cg05753675,turquoise,RNF216
cg05754408,turquoise,ZNF26
cg05755010,turquoise,ACP6
cg05758066,blue,
cg05758861,grey,BAI1
cg05759718,grey,AGBL4
cg05766510,grey,PTPRN2
cg05767788,grey,HSPD1
cg05768280,blue,
cg05768908,lightyellow,C10orf78
cg05772155,grey,
cg05773442,turquoise,CHID1
cg05775809,turquoise,LDB1
cg05775895,turquoise,CAND2
cg05776245,salmon,TTC27
cg05777658,turquoise,C2orf29
cg05779406,grey,ZFAND2A
cg05780074,turquoise,SEC31A
cg05783139,grey,BOLL
cg05783384,grey,
cg05783998,turquoise,
cg05785394,grey,BAT5
cg05785424,grey,
cg05785488,grey,UBFD1
cg05785686,grey,TTC32
cg05786184,blue,
cg05786287,turquoise,RABL3
cg05786725,pink,RPA2
cg05789608,turquoise,DSTYK
cg05791153,turquoise,TWISTNB
cg05792003,turquoise,TMEM56
cg05794227,grey,OGFOD1
cg05794325,turquoise,TXNDC12
cg05795157,turquoise,PIAS3
cg05795554,turquoise,FANCA
cg05797186,turquoise,RBBP4
cg05798523,turquoise,IMPA1
cg05799058,blue,
cg05800356,blue,MLKL
cg05800683,turquoise,KCTD1
cg05802141,black,SEZ6L2
cg05802532,turquoise,RSBN1L
cg05802658,turquoise,
cg05804587,turquoise,HIST1H2AC
cg05805236,grey,PCNXL3
cg05805973,turquoise,TTC39C
cg05806620,turquoise,ZNF250
cg05806645,grey,PPP1R3B
cg05807991,grey,TRAM1L1
cg05812663,blue,NFRKB
cg05819860,grey,NCRNA00171
cg05820861,grey,C1QTNF9
cg05824484,grey,IL17RA
cg05825244,grey,EBF4
cg05827058,turquoise,
cg05827468,grey,
cg05828690,grey,LRRC24
cg05829460,blue,
cg05831673,pink,STYX
cg05833351,blue,CUGBP2
cg05837235,blue,C1QTNF1
cg05839875,turquoise,FYB
cg05840931,turquoise,EIF4B
cg05841967,turquoise,NAA38
cg05844583,turquoise,SLC19A3
cg05844852,turquoise,PPP2R5E
cg05845292,turquoise,SNN
cg05845376,grey,SLC25A2
cg05847772,turquoise,MPZL3
cg05851866,grey,TNFSF13B
cg05852276,grey,PCDHB11
cg05852568,grey,TEKT4
cg05852623,grey,C17orf53
cg05855157,blue,CASP6
cg05855347,blue,KLHDC10
cg05855489,turquoise,C10orf26
cg05856321,grey,
cg05857825,turquoise,MAPRE1
cg05857826,turquoise,POFUT1
cg05857979,turquoise,SOX8
cg05857996,grey,EBF4
cg05857999,grey,
cg05859214,blue,VDAC1
cg05862027,blue,C16orf87
cg05862135,turquoise,HCFC1R1
cg05864696,turquoise,TRIM26
cg05865436,grey,ZNF766
cg05865567,turquoise,NXF1
cg05869007,turquoise,KLHL2
cg05869503,turquoise,TEPP
cg05869611,blue,GNAT3
cg05870058,yellow,ELMOD2
cg05871425,blue,LRBA
cg05871569,turquoise,INCENP
cg05871781,turquoise,BAT3
cg05872129,grey,
cg05874309,yellow,CPEB1
cg05875032,lightgreen,TUBA8
cg05875121,blue,
cg05875302,grey,
cg05875700,grey,ERICH1
cg05876246,turquoise,
cg05876591,turquoise,RGL2
cg05880302,blue,
cg05880810,blue,FAM174A
cg05881698,blue,
cg05885020,turquoise,TCF25
cg05886546,grey,WNK4
cg05886952,turquoise,RABAC1
cg05888082,turquoise,DZIP3
cg05888872,grey,FRMD4A
cg05890377,grey,
cg05890887,turquoise,RPL9
cg05891497,paleturquoise,NAT9
cg05893300,turquoise,LRRC41
cg05897853,blue,CLDND1
cg05898602,turquoise,TMEM97
cg05898618,grey,KCNQ1
cg05898782,blue,SYNJ2BP
cg05898953,turquoise,NUDT13
cg05899064,blue,CABP4
cg05899224,turquoise,SEC11C
cg05900430,turquoise,
cg05902483,blue,RIPK1
cg05903251,turquoise,TBL3
cg05903289,grey,
cg05903872,blue,DIP2C
cg05904966,grey,C5orf49
cg05905176,turquoise,TNFAIP8L3
cg05908615,blue,B4GALNT3
cg05908775,turquoise,ZNF211
cg05916744,turquoise,THY1
cg05922972,steelblue,TSPAN3
cg05926266,turquoise,C13orf23
cg05926586,grey,CCDC33
cg05926928,grey,GDPD1
cg05927579,grey,KCNK15
cg05927817,grey,
cg05931087,darkred,TROVE2
cg05931119,grey,
cg05931345,turquoise,LASS2
cg05931423,grey,
cg05931586,turquoise,C19orf26
cg05933901,blue,HBQ1
cg05935360,turquoise,ECSIT
cg05935904,grey,
cg05938607,grey,BICC1
cg05939928,grey,EFCAB2
cg05943975,turquoise,MLEC
cg05947570,grey,PTEN
cg05949173,blue,IL1F10
cg05950276,blue,TMTC4
cg05952098,turquoise,ATAD5
cg05953927,turquoise,BOC
cg05956498,turquoise,EFHA2
cg05959111,blue,LPGAT1
cg05959241,grey,IPO7
cg05961096,blue,GCLC
cg05962325,turquoise,ACAT1
cg05963410,blue,C12orf12
cg05964000,blue,USP24
cg05964721,grey,LRTOMT
cg05965417,turquoise,M6PR
cg05965892,grey,
cg05966045,turquoise,UBL3
cg05966809,turquoise,SNX24
cg05968258,blue,CUGBP2
cg05970846,turquoise,TUFM
cg05971072,blue,
cg05972047,red,ANGPTL5
cg05976119,turquoise,RNF41
cg05977551,turquoise,ASAH2B
cg05979501,turquoise,EZH1
cg05981907,turquoise,CDC6
cg05983883,turquoise,POLR2K
cg05984388,grey,MAPK3
cg05985576,blue,DIS3L2
cg05985712,turquoise,CNOT10
cg05986044,turquoise,IAH1
cg05986680,turquoise,MTIF2
cg05989381,turquoise,AVL9
cg05991342,blue,NPAS2
cg05991492,grey,
cg05992904,grey,FAM19A5
cg05993306,lightgreen,HNRNPA0
cg05994148,grey60,PACSIN1
cg05994672,turquoise,NDRG1
cg05997116,blue,KRBA1
cg05998153,turquoise,CAMLG
cg05998449,blue,NAV2
cg05999245,turquoise,FKBP11
cg05999287,turquoise,MET
cg06002665,blue,HECW1
cg06005571,grey,WDR51A
cg06007607,turquoise,CYB5A
cg06008158,turquoise,PCM1
cg06008419,grey,
cg06008724,grey,PHF21B
cg06012493,turquoise,PAIP1
cg06017677,darkgrey,DENR
cg06019718,turquoise,TBCCD1
cg06021753,darkred,POLR3D
cg06023487,turquoise,ZSWIM6
cg06024852,turquoise,SHCBP1
cg06027927,grey,
cg06030229,turquoise,MIB1
cg06032337,violet,
cg06035645,blue,ACSF3
cg06038342,grey,RASA3
cg06042504,grey,
cg06043190,turquoise,EML4
cg06044117,green,FAM76B
cg06048524,turquoise,CXCL12
cg06053805,turquoise,ATM
cg06054793,turquoise,EMID2
cg06054963,turquoise,CCDC85B
cg06058187,turquoise,GZMA
cg06058576,grey,SLC9A3
cg06060137,turquoise,
cg06060497,blue,ZMYM1
cg06060522,grey,
cg06060673,grey,CBX6
cg06060754,grey,RGS14
cg06061086,turquoise,
cg06061257,grey,SDK2
cg06062423,blue,
cg06062519,turquoise,ARID5B
cg06062945,blue,SUPT7L
cg06063519,blue,IGF1R
cg06064525,grey,AP2A2
cg06067573,turquoise,H3F3B
cg06068338,blue,ASPH
cg06068627,turquoise,TIPARP
cg06069179,grey,CCT6B
cg06070290,blue,DNAH11
cg06070508,turquoise,MTL5
cg06071395,grey,BRD2
cg06073449,turquoise,T
cg06073570,blue,
cg06074256,white,MDC1
cg06077305,grey,PRSS22
cg06077670,blue,C3orf26
cg06080948,grey,PAOX
cg06081153,turquoise,SRPK2
cg06081482,turquoise,ATM
cg06081609,turquoise,SASH1
cg06081716,turquoise,SENP7
cg06082141,blue,C17orf48
cg06083252,blue,RUFY2
cg06084702,blue,MAD2L2
cg06085476,turquoise,CLOCK
cg06085657,blue,B3GNT6
cg06085890,darkgrey,ROBLD3
cg06087298,turquoise,FAM46C
cg06087421,darkorange,TAL1
cg06087619,turquoise,
cg06088084,turquoise,BMS1P1
cg06090739,turquoise,UBE4A
cg06093506,blue,
cg06095699,turquoise,ACTR6
cg06097707,turquoise,TAPBP
cg06098368,grey,
cg06099431,white,
cg06099784,blue,NEK10
cg06100373,blue,CCDC18
cg06100807,grey,RHCG
cg06100899,turquoise,DBNDD2
cg06102790,turquoise,SLC25A30
cg06102954,grey,MX2
cg06107304,blue,DNA2
cg06108461,grey,TAF4
cg06109664,turquoise,EIF4E
cg06110692,turquoise,SCFD2
cg06111799,turquoise,IFT57
cg06112727,turquoise,POLR3D
cg06115679,blue,MACF1
cg06117184,grey,CKAP2L
cg06118626,turquoise,RGL2
cg06119628,turquoise,PRCC
cg06121461,magenta,ATP5A1
cg06125055,brown,FKBP7
cg06125576,turquoise,SPRY2
cg06127263,turquoise,DTHD1
cg06127931,turquoise,PLCXD2
cg06128195,turquoise,C6orf176
cg06130950,turquoise,ZNF202
cg06131526,turquoise,FBXO5
cg06131755,grey,ACAT2
cg06132400,grey,
cg06134690,turquoise,VAC14
cg06140118,grey,DDX28
cg06142043,turquoise,MUTED
cg06143663,blue,CLEC16A
cg06145909,cyan,LOC100133985
cg06148974,turquoise,
cg06150148,grey,LONRF2
cg06150369,turquoise,RPL32P3
cg06151464,turquoise,MIR548N
cg06151683,turquoise,C6orf115
cg06153102,blue,
cg06153298,turquoise,FAM38A
cg06153538,blue,KIAA1715
cg06154419,turquoise,H3F3B
cg06156034,turquoise,HNRPLL
cg06157277,turquoise,PYROXD1
cg06157539,turquoise,MAPRE2
cg06159404,grey,
cg06161540,grey,UBE2I
cg06161550,grey,GALNT9
cg06162746,turquoise,CAND1
cg06164660,turquoise,TMEM132C
cg06167719,grey,HLCS
cg06168050,grey,ZNF207
cg06173319,grey,
cg06173682,turquoise,CEPT1
cg06174606,blue,
cg06179060,grey,EDNRB
cg06183947,turquoise,C6orf217
cg06188367,grey,
cg06191810,turquoise,JMJD8
cg06193723,turquoise,AICDA
cg06197574,turquoise,
cg06199058,turquoise,NECAB2
cg06199468,turquoise,C16orf80
cg06201514,grey,MYT1L
cg06205333,grey,RAP1A
cg06205817,turquoise,RSRC2
cg06206357,grey,MYL10
cg06209143,blue,MGMT
cg06210054,midnightblue,
cg06210725,turquoise,SYPL1
cg06211385,blue,LOC390595
cg06211550,grey,
cg06212582,blue,
cg06213463,turquoise,MT3
cg06213635,grey,
cg06216650,grey,
cg06218050,turquoise,MKI67
cg06218066,turquoise,ZDHHC4
cg06218113,turquoise,USP22
cg06218338,grey,
cg06219351,blue,PTPRN2
cg06219670,blue,MAML2
cg06221218,turquoise,PARS2
cg06221963,grey,KCNN3
cg06223162,grey,GPR88
cg06224732,blue,PMPCB
cg06224766,blue,
cg06225923,blue,FAM38A
cg06226335,turquoise,BET1L
cg06233738,blue,ANKRD11
cg06238316,grey,ZNF714
cg06238736,turquoise,ARHGAP1
cg06238779,blue,PIF1
cg06238864,turquoise,TOMM22
cg06241885,blue,OR5B3
cg06242063,turquoise,ADRBK1
cg06242242,grey,PRKAR1B
cg06242599,blue,
cg06244634,blue,TAS2R4
cg06245158,grey,
cg06248182,turquoise,ERAL1
cg06248406,turquoise,TMC8
cg06248560,grey,BRUNOL4
cg06249604,grey,RNF39
cg06250059,turquoise,PIGL
cg06251929,turquoise,ABCF1
cg06252382,turquoise,SLC31A2
cg06252810,grey,
cg06256295,turquoise,HSP90AB1
cg06257227,turquoise,BRIP1
cg06259025,grey,THSD1P
cg06264303,turquoise,ZNF33A
cg06272678,turquoise,PIK3R3
cg06273041,grey,FLOT1
cg06274149,blue,
cg06281719,turquoise,GMNN
cg06282829,blue,TRIM42
cg06285590,brown,
cg06286300,turquoise,TMEM106B
cg06286685,turquoise,BTBD11
cg06287927,turquoise,ACD
cg06294561,blue,ZBTB38
cg06295987,grey,
cg06297470,turquoise,PDE3B
cg06298244,blue,KRT23
cg06298689,blue,RTTN
cg06299284,grey,DRD4
cg06299997,grey,COL1A2
cg06301252,grey,PTPRN2
cg06303288,tan,KIAA1949
cg06303772,turquoise,UNC13A
cg06304787,purple,CTU2
cg06305340,turquoise,SLC7A6
cg06308025,turquoise,
cg06308258,blue,
cg06312136,turquoise,
cg06314748,blue,
cg06316553,turquoise,DDX59
cg06316695,grey60,RING1
cg06317056,turquoise,TP53
cg06320134,saddlebrown,KLHL21
cg06322988,grey,PRR23A
cg06324373,grey,CRTAC1
cg06326278,blue,RASA3
cg06326648,turquoise,CYP2R1
cg06327227,blue,SYNJ2
cg06329735,grey,KLHL35
cg06331271,turquoise,TTC17
cg06335251,turquoise,ZNF438
cg06339542,turquoise,GAS7
cg06341513,turquoise,LRRC10B
cg06341731,grey,BCL11B
cg06351537,grey,
cg06351596,blue,TRDMT1
cg06352730,grey,
cg06353611,turquoise,SCNM1
cg06357843,grey,PANX2
cg06358970,turquoise,
cg06360820,grey,
cg06362065,turquoise,DLGAP1
cg06362348,turquoise,TMCO4
cg06362354,blue,BAT5
cg06363887,turquoise,UTP3
cg06364629,grey,EIF2B4
cg06366213,turquoise,UBE2G1
cg06366585,turquoise,RPRD2
cg06367472,turquoise,OSCP1
cg06369155,blue,
cg06369833,turquoise,PRX
cg06370133,turquoise,
cg06371346,blue,SGMS1
cg06375085,grey,RASSF1
cg06375580,turquoise,GXYLT1
cg06375761,grey,TAPBP
cg06378434,turquoise,APBB1IP
cg06379340,blue,UNC80
cg06379383,blue,MED12L
cg06379722,blue,ZFP64
cg06381587,red,MRPL54
cg06383531,turquoise,HDGF2
cg06383759,turquoise,C17orf71
cg06385118,brown,LOC441046
cg06385583,turquoise,
cg06387496,grey,GNA12
cg06390613,grey,TMEM198
cg06391894,turquoise,LRRC20
cg06392126,blue,SPHKAP
cg06394109,grey,
cg06394874,grey,ZNF257
cg06394897,turquoise,AK2
cg06398242,blue,PRKCE
cg06399839,turquoise,HNRNPA1
cg06400119,grey,PTPRN2
cg06401966,turquoise,FKBP4
cg06402602,turquoise,FBXO31
cg06405765,grey,PPP4C
cg06406012,turquoise,ZNF561
cg06406026,grey,
cg06406458,grey,DOCK1
cg06411724,grey,MEOX2
cg06414161,blue,AKTIP
cg06415304,turquoise,SBK1
cg06416472,turquoise,
cg06417478,grey,HOOK2
cg06418219,turquoise,SHC1
cg06419659,grey,S100A13
cg06419750,grey,GLT1D1
cg06419850,grey,VMO1
cg06421633,turquoise,LUC7L3
cg06422039,grey,SSTR5
cg06422757,turquoise,PXT1
cg06423211,grey,
cg06423533,turquoise,UHRF1
cg06423925,blue,C10orf78
cg06423975,turquoise,BANP
cg06424594,turquoise,PNMT
cg06429214,grey,TMEM232
cg06433816,grey,EXD3
cg06434353,blue,TMED7-TICAM2
cg06436655,turquoise,UBL5
cg06437840,grey,HLA-DPB1
cg06440615,turquoise,C20orf96
cg06441362,grey,
cg06442836,turquoise,PITPNB
cg06443583,turquoise,CFL1
cg06444984,turquoise,NPR1
cg06449742,turquoise,CCDC137
cg06450650,turquoise,C20orf103
cg06452544,blue,REPS1
cg06456258,turquoise,SMCR7L
cg06460475,grey,RBMXL2
cg06460869,turquoise,VIM
cg06463800,turquoise,
cg06466728,blue,C20orf111
cg06470855,grey,
cg06471380,grey,
cg06474219,blue,POLR1C
cg06474323,grey,NR1D1
cg06476337,turquoise,NDUFS4
cg06477715,turquoise,LOC100288730
cg06480249,turquoise,
cg06481168,grey,C4orf39
cg06484146,grey,VWDE
cg06484232,blue,OR52E4
cg06491573,grey,KLF15
cg06494592,grey,
cg06503573,grey,TNNT3
cg06503907,grey,SYCP2L
