cpg,module,gene
cg03900386,grey,
cg03902642,turquoise,ROBLD3
cg03903247,turquoise,FYTTD1
cg03904042,grey,NECAB3
cg03904534,grey,WWOX
cg03904607,turquoise,
cg03905413,turquoise,
cg03906434,grey,
cg03909863,grey,DRD4
cg03910065,turquoise,CADM1
cg03911494,turquoise,MARVELD3
cg03913924,turquoise,TM2D2
cg03915298,blue,DCAF8
cg03915846,turquoise,ERP29
cg03916490,grey,C7orf50
cg03916912,grey,CEP57
cg03917623,turquoise,RAB6A
cg03920003,grey,ADAR
cg03920450,grey,IGF2BP3
cg03921149,turquoise,NXPH4
cg03922175,grey,SEC22A
cg03922645,turquoise,MEIG1
cg03924111,turquoise,MRPL10
cg03927037,grey,ARHGAP20
cg03928247,grey,PPFIA1
cg03928431,grey,
cg03929569,black,
cg03933784,turquoise,FDPS
cg03934392,grey,HCCA2
cg03935359,grey,
cg03938320,turquoise,ABHD11
cg03938507,turquoise,PDK2
cg03938978,grey,IL18RAP
cg03941577,turquoise,STIM2
cg03943674,grey,KCNG2
cg03946896,blue,RNF220
cg03948194,turquoise,RPAP1
cg03949391,grey,PTGFR
cg03950009,grey,STX17
cg03950599,grey,
cg03952331,turquoise,SCARF2
cg03953257,greenyellow,DOCK9
cg03954144,grey,
cg03954927,grey,KIF1B
cg03956646,blue,JRK
cg03957420,grey,CSGALNACT1
cg03958004,turquoise,MAPK8IP3
cg03958344,purple,CNP
cg03958363,grey,TMEM184A
cg03961283,grey,C1orf65
cg03961510,grey,
cg03965726,grey,STXBP5
cg03965795,grey,
cg03966514,grey,SPG20
cg03967346,turquoise,RPL19
cg03968970,turquoise,MRPL53
cg03970588,turquoise,GLUL
cg03974689,turquoise,NECAB2
cg03974859,turquoise,KIAA1009
cg03975104,turquoise,FAM174A
cg03976667,turquoise,SUCLG1
cg03976895,turquoise,ARF6
cg03977295,grey,RRN3P1
cg03977394,turquoise,ARSK
cg03982568,grey,KCTD16
cg03983476,grey,NOL10
cg03984859,turquoise,ALDH9A1
cg03985005,turquoise,SATB1
cg03986562,grey,A2BP1
cg03987199,grey,OPRD1
cg03988527,turquoise,RFX8
cg03988778,turquoise,SVIP
cg03989711,grey,B3GNTL1
cg03990732,grey,
cg03992063,grey,ADSS
cg03993109,grey,ADAMTS2
cg03993376,turquoise,LOC100268168
cg03995571,blue,FAM49B
cg03996861,grey,
cg03997764,turquoise,FAM96B
cg03998066,grey,TGFB1I1
cg03998338,grey,CES4
cg03999872,grey,STMN3
cg04002235,grey,
cg04003047,turquoise,
cg04003871,grey,
cg04004158,grey,
cg04004754,turquoise,SATB1
cg04005958,grey,
cg04008252,grey,NPFFR2
cg04009887,turquoise,GRPEL2
cg04010471,grey,
cg04011338,turquoise,RAMP1
cg04012562,turquoise,PELP1
cg04013089,grey,GOLGA3
cg04014805,grey,
cg04016086,grey,COBL
cg04016922,grey,C3orf26
cg04017458,turquoise,
cg04020792,grey,ATP2A2
cg04021127,grey,PPP2R2D
cg04021544,grey,
cg04021745,blue,ERO1LB
cg04023150,grey,RNF220
cg04024692,blue,C11orf58
cg04024904,turquoise,CREB5
cg04024910,grey,PRKDC
cg04025728,grey,RPL22
cg04028315,blue,SP4
cg04028570,grey,OR2L13
cg04029055,turquoise,
cg04030842,turquoise,UBE2I
cg04031129,turquoise,WDR65
cg04034967,grey,
cg04036101,turquoise,KIFC3
cg04037372,grey,PTDSS2
cg04038089,grey,
cg04041942,blue,INTS9
cg04043455,grey,EBF3
cg04043795,turquoise,SOX11
cg04044120,grey,DNAJB13
cg04045327,grey,GAK
cg04048392,grey,LMX1B
cg04052427,turquoise,C2orf67
cg04053108,grey,VWF
cg04054303,grey,HLA-DQA1
cg04054907,turquoise,CNOT7
cg04057238,grey,
cg04058134,grey,SNORA72
cg04059647,grey,
cg04059762,grey,
cg04062383,grey,USP13
cg04063615,grey,
cg04064998,grey,
cg04066019,turquoise,RFTN1
cg04068005,grey,PEX7
cg04068497,turquoise,KRR1
cg04071440,lightgreen,
cg04072545,turquoise,INS-IGF2
cg04073265,grey,SLC6A3
cg04074536,grey,CPLX1
cg04074793,turquoise,MKI67
cg04076503,turquoise,SPEF2
cg04076766,grey,ANKRD53
cg04077210,turquoise,KLHL2
cg04079722,turquoise,ZNF764
cg04082016,grey,
cg04082020,grey,NFYA
cg04085025,turquoise,SCRN1
cg04085076,grey,HOPX
cg04085822,midnightblue,NTN3
cg04086531,grey,ZNF423
cg04089426,turquoise,LTBP3
cg04090347,grey,
cg04090468,grey,
cg04095468,turquoise,SECISBP2
cg04098547,grey,ABCC12
cg04098585,turquoise,CD28
cg04099430,grey,TMCO3
cg04099454,grey,ABCB1
cg04099524,turquoise,FAM81A
cg04099562,turquoise,WDR26
cg04099813,blue,TSSC4
cg04100434,grey,MTMR4
cg04102784,grey,
cg04102916,grey,EIF4H
cg04103514,grey,EMR2
cg04108328,grey,ESCO2
cg04108612,grey,PAFAH2
cg04108615,turquoise,CRTC2
cg04108811,grey,SMYD3
cg04109898,pink,HCG9
cg04111436,grey,PPP1R8
cg04111992,grey,
cg04116469,grey,MAP4K4
cg04117338,turquoise,CRADD
cg04117853,grey,OCIAD1
cg04118610,grey,LPHN3
cg04120645,grey,BLM
cg04121495,blue,SEPSECS
cg04122358,grey,
cg04122974,blue,ATF4
cg04123496,turquoise,STK32C
cg04124201,grey,
cg04124316,turquoise,
cg04126816,grey,CCDC106
cg04130455,grey,
cg04131969,grey,MYADML
cg04133023,turquoise,ANKFY1
cg04134240,turquoise,
cg04134399,grey,SMYD3
cg04135246,grey,
cg04135960,grey,KNDC1
cg04136259,grey,MAFK
cg04136445,brown,
cg04138112,grey,DUSP27
cg04138181,turquoise,PLK1
cg04140862,turquoise,SLC8A3
cg04141141,grey,PPAP2A
cg04141691,turquoise,ZNF200
cg04142413,turquoise,MRPS35
cg04143294,turquoise,MSL2
cg04143909,grey,SLC35F3
cg04146011,turquoise,FBXL6
cg04148794,grey,SHC2
cg04149172,grey,UQCC
cg04149955,turquoise,
cg04150100,grey,SIK2
cg04150382,grey,
cg04153116,turquoise,
cg04154027,grey,CMYA5
cg04154138,turquoise,ZNF677
cg04155632,turquoise,IPO11
cg04155830,grey,NDUFB4
cg04157308,grey,PLEKHA5
cg04158046,turquoise,ALG6
cg04158367,grey,GFI1
cg04160663,turquoise,S1PR2
cg04160749,grey,
cg04162566,turquoise,NEK7
cg04164838,grey,GIPC1
cg04165764,turquoise,
cg04166393,turquoise,GNA12
cg04167205,grey,UTRN
cg04169186,grey,
cg04170071,grey,RPL23AP7
cg04170442,turquoise,WDR75
cg04171565,turquoise,C13orf34
cg04173714,turquoise,AKAP13
cg04175879,turquoise,NCOA3
cg04181038,grey,
cg04183933,blue,HSPD1
cg04184946,grey,AKTIP
cg04186657,grey,HLA-F
cg04191342,turquoise,CADPS
cg04192557,turquoise,PPIA
cg04193422,turquoise,PON2
cg04193427,turquoise,PKNOX1
cg04197086,grey,
cg04197535,turquoise,RNF169
cg04198308,grey,FAM19A5
cg04199473,turquoise,STRN3
cg04199615,grey,
cg04199779,grey,H6PD
cg04199943,turquoise,HLA-L
cg04199977,turquoise,NUBP1
cg04200835,grey,VKORC1
cg04205193,blue,MIIP
cg04205715,grey,GJA4
cg04206699,grey,
cg04207298,turquoise,PCNX
cg04208863,grey,
cg04210779,grey,RRP15
cg04213845,brown,DIP2C
cg04213900,grey,
cg04214467,grey,UBE2D3
cg04216395,turquoise,VTI1B
cg04217177,grey,ESRRG
cg04217419,grey,HS6ST1
cg04219625,blue,DPP3
cg04219725,grey,COQ10B
cg04220541,grey,KIAA0146
cg04221681,grey,PHYH
cg04223645,turquoise,SCAMP1
cg04223671,turquoise,
cg04226364,blue,MYST2
cg04226724,turquoise,LPHN2
cg04227594,pink,ZNF131
cg04229238,turquoise,RB1CC1
cg04231050,grey,BFSP2
cg04235548,grey,DMXL1
cg04235768,grey,PRDM8
cg04237662,turquoise,SIDT2
cg04238096,turquoise,DIMT1L
cg04240809,grey,SOX2OT
cg04241308,red,DCTD
cg04243827,grey,
cg04246144,turquoise,PCDHGA4
cg04247717,grey,ARHGEF4
cg04248279,grey,RPH3AL
cg04255276,grey,LTBP3
cg04256347,grey,TBC1D9
cg04258219,grey,
cg04260924,turquoise,PMS1
cg04261066,turquoise,MRPL54
cg04262428,grey,SHANK2
cg04263115,turquoise,CLSPN
cg04263685,turquoise,ATP6V1H
cg04264658,turquoise,SCAF1
cg04264908,turquoise,
cg04267345,blue,NFATC4
cg04269065,blue,WRN
cg04270401,grey,
cg04270405,midnightblue,ING1
cg04272560,turquoise,TMEM175
cg04274758,grey,OSBPL3
cg04277193,turquoise,
cg04278597,blue,DOCK7
cg04279695,grey,BIRC3
cg04282082,grey,LHX6
cg04286206,grey,CASP8
cg04287574,grey,NAV1
cg04288975,turquoise,
cg04289040,turquoise,
cg04289314,grey,
cg04290349,turquoise,IFT122
cg04290376,turquoise,HIST1H1C
cg04290779,turquoise,
cg04292359,blue,FAM89A
cg04294625,grey,KPNB1
cg04294990,turquoise,USP22
cg04295928,blue,PGAP2
cg04296257,lightcyan,STK36
cg04296540,grey,
cg04298819,greenyellow,NUF2
cg04299200,grey,
cg04301102,grey,SEPT8
cg04302946,turquoise,CUTA
cg04303908,turquoise,CAPN10
cg04305134,blue,ANXA7
cg04307710,grey,ALDH18A1
cg04307927,grey,AARSD1
cg04309230,turquoise,SGTB
cg04309258,turquoise,ZNF669
cg04310266,turquoise,FAM86C
cg04312967,grey,IFT140
cg04313601,turquoise,SBF2
cg04315214,grey,PRKCZ
cg04317338,turquoise,PLCB3
cg04317543,turquoise,LMNA
cg04318704,purple,ZNF702P
cg04319873,grey,
cg04320255,turquoise,FOXP1
cg04320632,grey,
cg04322111,grey,HLA-DQB2
cg04322483,turquoise,VIPR1
cg04324727,turquoise,NRXN3
cg04326040,turquoise,VPS53
cg04326269,turquoise,THRA
cg04327675,grey,SLC22A23
cg04329125,grey,CRIP2
cg04329454,grey,C6orf227
cg04331525,grey,
cg04332418,turquoise,C6orf114
cg04332613,turquoise,STK4
cg04332619,grey,ABAT
cg04333297,turquoise,SLC25A36
cg04335207,grey,CCDC108
cg04336279,grey,
cg04337198,grey,C10orf84
cg04339290,grey,SF3A3
cg04340421,turquoise,C8orf41
cg04342328,turquoise,DMC1
cg04342821,grey,CCDC13
cg04342999,turquoise,MATR3
cg04346261,turquoise,SOS1
cg04346459,grey,NFYA
cg04348427,turquoise,ZNF174
cg04349084,grey,
cg04349810,blue,ARMC5
cg04350646,turquoise,MRPL32
cg04352272,grey,
cg04352944,turquoise,C11orf17
cg04354002,grey,
cg04356381,turquoise,
cg04358957,turquoise,
cg04359351,grey,TTC15
cg04360458,turquoise,REST
cg04361279,grey,WDR8
cg04365102,grey,RAMP1
cg04370315,turquoise,
cg04370829,grey,
cg04372321,turquoise,DGKQ
cg04373548,turquoise,
cg04373966,grey,
cg04375213,turquoise,DCP1B
cg04375284,turquoise,ING4
cg04375578,greenyellow,SPTY2D1
cg04375931,turquoise,SMG6
cg04376644,turquoise,SACM1L
cg04378603,turquoise,MALAT1
cg04379969,turquoise,H3F3B
cg04380669,turquoise,NME1
cg04381873,grey,LOC284412
cg04383369,turquoise,VPS4A
cg04384112,grey,CFDP1
cg04385875,turquoise,CNOT2
cg04386400,grey,
cg04387010,grey,COX11
cg04387418,turquoise,GMFB
cg04387835,grey,ZMYND15
cg04388226,grey,
cg04391722,turquoise,ZBTB10
cg04392082,grey,SORBS2
cg04392266,grey,
cg04392488,grey,TP73
cg04394763,grey,DENND4B
cg04395153,grey,MYOG
cg04395798,grey,LOC84856
cg04396112,grey,MAD1L1
cg04396185,turquoise,CSAD
cg04396454,brown,ANKRD11
cg04397433,grey,MALL
cg04398416,grey,
cg04398451,grey,MYO15A
cg04400940,tan,SELT
cg04403629,turquoise,ZBTB20
cg04406111,grey,TACC2
cg04409932,blue,MSRA
cg04410073,turquoise,PRSS23
cg04410987,grey,
cg04413180,tan,AGAP1
cg04413724,turquoise,
cg04414720,grey,GOLPH3L
cg04415014,grey,C1D
cg04415176,grey,HOXD13
cg04415427,turquoise,MGC72080
cg04417028,blue,ARHGAP20
cg04417471,turquoise,PRPF31
cg04418647,brown,
cg04422896,cyan,C12orf43
cg04424379,turquoise,AARS
cg04425094,grey,HEG1
cg04426311,grey,LRRN1
cg04427707,turquoise,C17orf81
cg04428071,grey,CSNK1D
cg04431054,grey,PRRC1
cg04432319,grey,ISM1
cg04432377,grey,EXOSC7
cg04434696,turquoise,CALU
cg04444674,grey,LOC100128640
cg04444761,turquoise,TRIB1
cg04446777,turquoise,BTRC
cg04447741,grey,
cg04450456,grey,FAM184B
cg04451988,turquoise,FAM171A1
cg04452896,grey,
cg04453065,grey,CYR61
cg04453241,blue,PGS1
cg04454073,turquoise,
cg04458869,turquoise,LASS6
cg04459481,turquoise,GLG1
cg04462567,grey,PITPNM3
cg04465286,grey,FAM109A
cg04467162,grey,
cg04467278,turquoise,EIF2AK4
cg04467334,grey,CCKBR
cg04468128,grey,HS6ST3
cg04468564,turquoise,C15orf33
cg04469346,turquoise,
cg04470054,grey,RPTOR
cg04473020,turquoise,PPDPF
cg04477515,grey,G3BP2
cg04478727,turquoise,METTL1
cg04480106,grey,RGNEF
cg04480227,turquoise,ARFGAP1
cg04483336,grey,RPAIN
cg04486417,turquoise,GLOD4
cg04490349,blue,ACTB
cg04492858,grey,
cg04495110,grey,C8orf42
cg04497547,turquoise,METTL10
cg04498082,grey,
cg04499901,turquoise,
cg04504578,turquoise,C17orf96
cg04505205,grey,CNGA3
cg04506728,grey,
cg04507495,grey,
cg04508804,grey,
cg04509559,grey,ERH
cg04509607,turquoise,PRC1
cg04510815,grey,EIF4A1
cg04512050,turquoise,BAT3
cg04516351,grey,
cg04517722,grey,B3GNT3
cg04518186,grey,AQP11
cg04520396,tan,PRPF8
cg04521957,grey,SKAP2
cg04522531,turquoise,RPL23
cg04524477,grey,NBR1
cg04525384,brown,TELO2
cg04526124,turquoise,TRA2A
cg04528069,turquoise,DUS2L
cg04529543,turquoise,ADAMTSL5
cg04529724,blue,RAET1G
cg04530860,turquoise,B9D2
cg04531710,turquoise,EIF4G1
cg04533283,grey,FYN
cg04533380,grey,FAM134C
cg04533487,turquoise,UBA5
cg04534276,turquoise,PPP3CB
cg04534697,grey,
cg04536689,grey,TTC9
cg04538470,turquoise,PIGP
cg04539057,grey,MUC6
cg04539072,blue,PTER
cg04540039,turquoise,SYN3
cg04541606,grey,C14orf37
cg04541695,turquoise,LCORL
cg04542325,turquoise,C14orf179
cg04543131,grey,SMAD6
cg04546413,grey,
cg04546950,turquoise,
cg04547220,grey,DNAH6
cg04548204,grey,KLRG1
cg04552889,turquoise,RNFT1
cg04553410,blue,GBX1
cg04554929,grey,
cg04554987,turquoise,CCNT1
cg04555735,cyan,DSN1
cg04558174,turquoise,
cg04562394,grey,
cg04562522,turquoise,WNT4
cg04563419,turquoise,RASSF8
cg04564646,grey,MOV10
cg04564980,grey,KNDC1
cg04565617,turquoise,RCC2
cg04566512,grey,
cg04566848,turquoise,HLA-J
cg04566900,blue,ATP5G2
cg04570322,grey,ZFP91
cg04570362,grey,CLSTN1
cg04570624,grey,CADPS
cg04571321,yellow,RYR1
cg04571742,turquoise,VPRBP
cg04574459,grey,
cg04576042,turquoise,ZMYM1
cg04577441,turquoise,LOC256880
cg04577786,grey,ANKRD26P1
cg04579966,turquoise,SPATA13
cg04580344,grey,C6orf174
cg04580897,turquoise,SNORA6
cg04582539,turquoise,UBL5
cg04583043,turquoise,MYLK
cg04583467,grey,CNOT2
cg04585209,grey,CCKBR
cg04588336,grey,WNT11
cg04589027,turquoise,
cg04589975,grey,C2orf42
cg04590313,cyan,CERKL
cg04592747,grey,RAB1B
cg04598251,turquoise,NOC4L
cg04598325,turquoise,LOC338799
cg04598733,blue,SEC63
cg04598744,grey,LMBRD1
cg04599965,turquoise,
cg04602387,turquoise,
cg04604276,grey,HNRNPR
cg04606887,blue,LOC400027
cg04607174,turquoise,EED
cg04608419,grey,
cg04608855,grey,
cg04609868,grey,STX4
cg04612566,grey,C8orf31
cg04614997,yellow,SEZ6
cg04616401,blue,EGR1
cg04619120,grey,ASPH
cg04619437,brown,RNF32
cg04628008,turquoise,ZBTB16
cg04633141,grey,TMEM184A
cg04634417,grey,PCDHA6
cg04636222,grey,HERC1
cg04637704,grey,LOC286016
cg04638486,turquoise,NDUFS4
cg04643909,turquoise,C4orf34
cg04645049,turquoise,ARL6IP5
cg04645150,grey,
cg04645444,turquoise,
cg04646100,turquoise,KIAA1826
cg04650654,grey,
cg04650899,turquoise,SAMD14
cg04653913,grey,
cg04654153,blue,
cg04654677,turquoise,RNF43
cg04654841,turquoise,DOK4
cg04657146,grey,HOOK2
cg04657470,grey,HSPE1
cg04657831,turquoise,POFUT2
cg04660357,turquoise,TARBP2
cg04661001,grey,SLC25A42
cg04661128,turquoise,PPAPDC2
cg04661888,turquoise,
cg04662943,grey,
cg04663285,grey,B4GALNT4
cg04663539,turquoise,TEX2
cg04663720,turquoise,RAB11B
cg04664628,grey,
cg04664999,turquoise,
cg04667586,salmon,MDM2
cg04670766,brown,TPCN1
cg04671145,grey,
cg04672538,turquoise,ARSG
cg04676715,turquoise,TSNAXIP1
cg04677344,turquoise,AGGF1
cg04677623,turquoise,PVRL2
cg04678743,blue,TSGA13
cg04679849,grey,
cg04680746,turquoise,NACAD
cg04681219,turquoise,ETV2
cg04682916,grey,GLI3
cg04683509,grey,PPP1R13L
cg04685531,grey,
cg04689080,turquoise,
cg04689082,turquoise,FAM43A
cg04698397,grey,ZBTB39
cg04699104,turquoise,TRIB2
cg04699214,grey,
cg04699227,grey,CD44
cg04700215,grey,SFRS2IP
cg04704193,grey,HIST1H3G
cg04704198,grey,
cg04705620,turquoise,VRK2
cg04705907,turquoise,C1orf112
cg04706904,turquoise,
cg04707531,turquoise,LOC552889
cg04708398,turquoise,C5orf22
cg04710276,grey,HCG27
cg04714088,turquoise,CMIP
cg04715503,grey,CLDN9
cg04716990,grey,MACROD2
cg04717802,grey,WBP2NL
cg04718342,turquoise,CLPX
cg04719634,grey,
cg04720380,blue,RPL5
cg04720785,blue,CDKN2C
cg04721485,grey,WDR33
cg04721812,turquoise,N4BP1
cg04722722,black,PDE6B
cg04723601,turquoise,TMEM109
cg04724115,grey,LOC646851
cg04725166,grey,PER3
cg04726800,blue,ACAD9
cg04728296,turquoise,CPE
cg04731926,grey,LSR
cg04734286,turquoise,
cg04735544,grey,EEFSEC
cg04737131,turquoise,HOXA2
cg04737207,turquoise,NAA15
cg04737319,turquoise,DTD1
cg04737881,grey,MGC45800
cg04737885,grey,ADCY9
cg04738270,turquoise,ACTR1A
cg04741932,grey,
cg04743758,turquoise,RTN4RL1
cg04743933,turquoise,TMEM209
cg04746670,turquoise,CLASP1
cg04747226,turquoise,GRIA4
cg04747993,turquoise,RNF114
cg04748923,turquoise,HSD11B1L
cg04749732,brown,NCRNA00171
cg04751069,turquoise,ZNF276
cg04751358,turquoise,
cg04751533,brown,AFAP1
cg04753439,turquoise,
cg04755607,turquoise,CPEB3
cg04756515,grey,
cg04757901,grey,TNXB
cg04758026,grey,
cg04761648,turquoise,CDK8
cg04762213,turquoise,BAT2
cg04762397,red,MRPS31
cg04765929,turquoise,TNFAIP8L1
cg04767207,turquoise,VPS37C
cg04767734,turquoise,
cg04767932,grey,RPS13
cg04770165,turquoise,EIF3H
cg04770550,turquoise,VAV1
cg04771550,blue,TMEM107
cg04774496,grey,CHFR
cg04775238,turquoise,ALS2
cg04775566,grey,BCAS3
cg04777551,grey,HLA-DQB1
cg04783966,turquoise,RNASE4
cg04784471,turquoise,PRSS27
cg04785418,turquoise,GXYLT1
cg04788221,turquoise,C20orf20
cg04788249,grey,ATG7
cg04788931,grey,RPA2
cg04793911,grey,
cg04795282,yellow,HEATR5B
cg04795713,grey,HLF
cg04796146,grey,
cg04798314,grey,SMYD3
cg04802236,turquoise,RPL23
cg04804616,blue,ZNF689
cg04805181,grey,
cg04807023,turquoise,SEC14L5
cg04807108,grey,
cg04808029,turquoise,NKX3-2
cg04809093,grey,ZBTB20
cg04809453,grey,SOX8
cg04811114,grey,LGR6
cg04811706,grey,
cg04813639,grey,RASGRF1
cg04813719,turquoise,KLC2
cg04815577,grey,
cg04816171,grey,
cg04819497,grey,
cg04824553,turquoise,UBE2D3
cg04825215,grey,MICB
cg04825872,grey,UST
cg04826071,turquoise,TTBK2
cg04826215,turquoise,PRKAB1
cg04826345,grey,
cg04826673,brown,
cg04829186,turquoise,
cg04832268,brown,MYO15A
cg04836154,blue,C11orf83
cg04836786,blue,HLTF
cg04841648,turquoise,DHX9
cg04841955,turquoise,FLJ37453
cg04842962,grey,MRPS18A
cg04843676,grey,
cg04844516,grey,CDH18
cg04849180,grey,
cg04849769,turquoise,CNIH
cg04850211,grey,OBSCN
cg04852103,yellow,ACBD6
cg04852989,grey,ARVCF
cg04855216,turquoise,TNFAIP8
cg04855748,blue,C11orf20
cg04859706,grey,PCDH7
cg04861014,turquoise,STUB1
cg04861263,turquoise,FOXB1
cg04863005,grey,TACSTD2
cg04863568,turquoise,RABEP2
cg04863573,turquoise,RIMS3
cg04863892,grey60,HOXA5
cg04864640,turquoise,PSMA3
cg04865265,grey,CREG2
cg04865412,turquoise,ZNF207
cg04867733,grey,AK5
cg04868078,grey,LHX9
cg04868132,turquoise,MALAT1
cg04868167,turquoise,SPATA18
cg04870212,turquoise,
cg04870498,turquoise,TNRC6B
cg04871330,turquoise,MCFD2
cg04871582,turquoise,PPIL5
cg04872557,turquoise,ACADM
cg04873833,grey,GLT1D1
cg04873927,turquoise,
cg04873961,blue,C2orf42
cg04874074,grey,CAMTA1
cg04875118,turquoise,ZNF696
cg04875476,purple,HDGF
cg04878727,turquoise,ZNF323
cg04878842,turquoise,ERCC2
cg04879348,grey,GCC2
cg04880091,grey,
cg04880751,turquoise,KMO
cg04881214,grey,PPM1B
cg04884481,turquoise,BCL11B
cg04889045,grey,PIGK
cg04890036,grey,VEZF1
cg04892437,grey,TSNAX-DISC1
cg04893454,grey,
cg04894116,grey,C7orf50
cg04895321,grey,NMT2
cg04896115,grey,
cg04896168,grey,
cg04896381,turquoise,TBKBP1
cg04897188,turquoise,
cg04897621,turquoise,NR4A3
cg04897931,grey,RPH3AL
cg04899715,grey,
cg04900999,turquoise,ATP6V0A1
cg04903157,yellow,MCM5
cg04903936,blue,E2F8
cg04906989,turquoise,C17orf102
cg04911518,grey,COCH
cg04912712,turquoise,FOXN3
cg04913057,grey,ETNK2
cg04913160,grey,ABHD2
cg04913730,grey,LOC146336
cg04915414,grey,SHC1
cg04915566,turquoise,RUNX1
cg04916980,grey,PCBD1
cg04917181,grey,TSPYL5
cg04917446,grey,HOXB9
cg04917511,grey,C2orf70
cg04919811,grey,RPTOR
cg04921814,blue,PIAS3
cg04923496,yellow,NSUN6
cg04923513,turquoise,SH2D5
cg04926385,grey,
cg04927502,turquoise,SV2A
cg04928513,turquoise,PSMA7
cg04931582,grey,SETD7
cg04934727,turquoise,SMEK2
cg04935181,grey,ATPAF1
cg04938255,grey,MIR760
cg04938335,grey,GSG1
cg04939919,grey,
cg04940109,blue,BMPR2
cg04943085,turquoise,RAB11FIP5
cg04944784,grey,FAM59B
cg04945388,turquoise,PTMA
cg04946387,grey,B3GAT1
cg04947838,turquoise,ARFGEF1
cg04953552,grey,
cg04954144,turquoise,ZNF554
cg04955951,magenta,
cg04956511,grey,PTPN6
cg04965879,grey,KIAA1586
cg04970352,blue,ALX4
cg04970438,grey,TAF3
cg04973632,grey,TUBD1
cg04974702,turquoise,PPP1CA
cg04974804,grey,HTR1D
cg04977109,blue,NFE2L1
cg04977124,grey,MALAT1
cg04978279,grey,
cg04982052,grey,
cg04982344,turquoise,IFT57
cg04984513,turquoise,BRI3BP
cg04985324,turquoise,GLRX5
cg04985582,grey,ABCC13
cg04985652,turquoise,DTD1
cg04986870,blue,KCNN1
cg04988216,grey,ROR1
cg04992282,turquoise,ADAR
cg04995311,grey,USP29
cg04995860,turquoise,ZYG11B
cg04996158,turquoise,SAPS1
cg04996219,grey,CTNND2
cg04996251,grey,NDUFS4
cg04996523,turquoise,CYP2J2
cg04996689,turquoise,ITGA2
cg04997273,turquoise,PTGFRN
cg04998498,grey,USP28
cg05001532,turquoise,HNRNPU
cg05001758,turquoise,CENPL
cg05002314,brown,CSTF1
cg05002512,turquoise,FAF1
cg05003364,grey,
cg05004142,grey,CCDC102A
cg05004900,turquoise,
cg05005380,turquoise,IFT74
cg05006231,grey,
cg05006903,yellow,ZNF252
cg05008366,grey,DOCK2
cg05008927,grey,UNC84A
cg05009079,turquoise,STARD13
cg05009141,blue,PLXNB1
cg05009394,turquoise,C11orf82
cg05011838,turquoise,BCL11B
cg05012551,turquoise,ZNF227
cg05013027,grey,GNL1
cg05013250,turquoise,ZFP91
cg05017628,grey,
cg05019396,grey,UBR3
cg05019826,blue,
cg05021796,turquoise,TRIM7
cg05022225,turquoise,DKKL1
cg05025164,grey,KIAA1530
cg05027081,blue,CDC7
cg05030553,grey,
cg05030953,grey,HLA-C
cg05031195,turquoise,NACAD
cg05031455,grey,ABR
cg05032135,turquoise,TTC26
cg05034702,grey,PCDH20
cg05036013,grey,PPP2R5C
cg05036635,grey,
cg05039004,grey,PTPRU
cg05040023,turquoise,UTP15
cg05041596,grey,NAALAD2
cg05042743,turquoise,TMEM216
cg05043349,blue,
cg05043910,grey,LYG2
cg05044291,grey,LGR6
cg05044694,turquoise,PPP1CB
cg05047465,yellow,RAB18
cg05048680,grey,MRPL20
cg05049646,grey,CCDC41
cg05050757,turquoise,ATF7
cg05051199,blue,PCYT1A
cg05053403,grey,FBRSL1
cg05054115,grey,DHRS4
cg05054683,grey,LOC146336
cg05054898,grey,LOC152217
cg05056288,grey,LCLAT1
cg05056638,grey,
cg05057452,turquoise,HBM
cg05057720,grey,CLEC14A
cg05059291,turquoise,
cg05060949,blue,MNX1
cg05063395,grey,PSD3
cg05064297,turquoise,
cg05065989,turquoise,HOXA9
cg05068428,grey,PAK6
cg05070742,turquoise,HIST1H3H
cg05071422,grey,
cg05072819,turquoise,KAT2B
cg05073382,grey,MYOM2
cg05074892,turquoise,BRD2
cg05074908,turquoise,
cg05076167,turquoise,G2E3
cg05077167,turquoise,ZFP36L2
cg05080154,grey,SALL3
cg05080281,turquoise,ZNF204P
cg05081694,grey,SCN3A
cg05081714,turquoise,PLEKHA1
cg05082376,grey,
cg05082466,grey,SERPINB6
cg05083358,turquoise,EIF3B
cg05083496,turquoise,IGFBP3
cg05084668,grey,ALG1L
cg05085169,grey,OGFR
cg05085565,turquoise,MED1
cg05086074,turquoise,
cg05088898,turquoise,C10orf46
cg05091238,turquoise,
cg05094271,grey,WDR4
cg05096436,turquoise,AGAP1
cg05098125,grey,DNAJC24
cg05098590,blue,ADD3
cg05103132,turquoise,SMYD5
cg05103387,turquoise,AP1S3
cg05105529,grey,SAV1
cg05105845,blue,GCH1
cg05106804,grey,ENOPH1
cg05107039,turquoise,IMMT
cg05107152,turquoise,KLC4
cg05108179,turquoise,BRF1
cg05112555,grey,
cg05115233,grey,RASA3
cg05115664,grey,
cg05115862,grey,
cg05117633,turquoise,AK2
cg05121093,turquoise,
cg05122437,grey,MTUS2
cg05122622,turquoise,TSC22D2
cg05122969,grey,ANO9
cg05124021,grey,PTPRN2
cg05124441,turquoise,SYN2
cg05124918,grey,
cg05125558,turquoise,SEP15
cg05127380,grey,STIP1
cg05127899,turquoise,
cg05129412,turquoise,MGST3
cg05129568,grey,FLOT1
cg05130022,turquoise,HMGN4
cg05130482,grey,
cg05136476,turquoise,
cg05138918,grey,
